number,GaiaDR2,teff_xgboost,mh_xgboost,logg_xgboost,Mass5R,P_B,protD,age_seisfit,age_tefffit,ages_rotfit
223,604921374566323200,5932.7,-0.05,4.247,-9999.0,-9999.0,-9999.0,-9999.0,7.40367892695387,-9999.0
224,604916736001826432,5975.3,0.023,4.279,-9999.0,-9999.0,-9999.0,-9999.0,5.762860374432423,-9999.0
225,604921718163730560,5575.7,-0.078,4.317,-9999.0,-9999.0,-9999.0,-9999.0,14.113837588350643,-9999.0
226,604915705209528320,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
227,604898456621037824,5327.0,-0.025,4.42,-9999.0,-9999.0,-9999.0,-9999.0,15.618858690314887,-9999.0
228,604971088812177280,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
229,604914021582551168,5671.8,0.043,4.425,-9999.0,-9999.0,-9999.0,-9999.0,5.57657114012395,-9999.0
230,604919209902956160,5405.8,-0.024,4.5,-9999.0,-9999.0,-9999.0,-9999.0,7.60440016867926,-9999.0
231,604920481213271296,5362.6,0.036,4.426,-9999.0,-9999.0,-9999.0,-9999.0,13.198163590681588,-9999.0
232,604908004332577152,5674.1,-0.042,4.412,-9999.0,-9999.0,-9999.0,-9999.0,8.102567373681264,-9999.0
233,604902923387005824,5864.1,0.075,4.319,-9999.0,-9999.0,-9999.0,-9999.0,6.290904455805993,-9999.0
234,604896326317278464,5625.7,-0.015,4.408,-9999.0,-9999.0,-9999.0,-9999.0,8.864943375631068,-9999.0
235,604974322923167488,6013.7,-0.01,4.269,-9999.0,-9999.0,-9999.0,-9999.0,5.670307016362876,-9999.0
236,604996897271215104,5473.0,-0.01,4.483,-9999.0,-9999.0,-9999.0,-9999.0,7.419142114376168,-9999.0
237,604977999415233536,5124.1,-0.039,4.535,-9999.0,-9999.0,-9999.0,-9999.0,10.295204658094342,-9999.0
238,604918140455366528,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
239,604918247830312576,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
240,604911375882674176,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
241,604911650760586624,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
242,604916976519989248,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
243,604921580724745984,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
244,604909726615246336,5588.8,0.038,4.438,-9999.0,-9999.0,-9999.0,-9999.0,7.441116120981718,-9999.0
245,604918763226358656,5393.3,0.02,4.469,-9999.0,-9999.0,-9999.0,-9999.0,9.696654811337297,-9999.0
246,604897219670462976,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
247,604912745976557568,4866.5,-0.073,4.559,-9999.0,-9999.0,-9999.0,-9999.0,14.067453072648155,-9999.0
248,604912368019294976,5919.7,-0.104,4.281,-9999.0,-9999.0,-9999.0,-9999.0,7.8877977294610835,-9999.0
249,604972089540120832,4262.1,-0.104,3.671,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
250,604892306227881856,5057.6,-0.094,4.562,-9999.0,-9999.0,-9999.0,-9999.0,9.320725526236075,-9999.0
251,604939550868021760,5260.1,0.152,4.531,-9999.0,-9999.0,-9999.0,-9999.0,5.111511309922783,-9999.0
252,604921168408082048,6054.4,-0.048,4.195,-9999.0,-9999.0,-9999.0,-9999.0,6.0950617801220135,-9999.0
253,604918247830309376,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
254,604916529843405696,5106.3,-0.047,4.529,-9999.0,-9999.0,-9999.0,-9999.0,11.704701131855076,-9999.0
255,604914949295282816,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
256,604921821242945536,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
257,604969546919528576,5508.1,0.051,4.463,-9999.0,-9999.0,-9999.0,-9999.0,7.353475793502813,-9999.0
258,604907110979352576,6013.2,-0.021,4.313,-9999.0,-9999.0,-9999.0,-9999.0,5.2630013951295345,-9999.0
259,604906428080283776,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
260,604903576222015488,4855.1,-0.144,4.608,-9999.0,-9999.0,-9999.0,-9999.0,6.814471186646289,-9999.0
261,604947281809005312,5088.7,-0.337,4.438,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
262,604972463201969920,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
263,604970508992220288,5135.9,-0.086,4.519,-9999.0,-9999.0,-9999.0,-9999.0,13.181026509754558,-9999.0
264,604973979325779328,5408.7,-0.061,4.494,-9999.0,-9999.0,-9999.0,-9999.0,8.710132436152989,-9999.0
265,604899826720145024,5439.5,0.026,4.502,-9999.0,-9999.0,-9999.0,-9999.0,6.0869097572442445,-9999.0
266,604894745769327232,4794.6,0.072,4.571,-9999.0,30.4,-9999.0,-9999.0,10.527820548466154,5.029181574073518
267,598901995080469888,4910.5,0.073,4.56,-9999.0,-9999.0,-9999.0,-9999.0,9.648484251840664,-9999.0
268,604920756091231488,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
269,604917766793981184,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
270,604910546953207680,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
271,604897838145767168,5460.0,-0.086,4.473,-9999.0,-9999.0,-9999.0,-9999.0,9.70272905316035,-9999.0
272,604969714422619136,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
273,604903198264917504,5225.1,-0.063,4.492,-9999.0,-9999.0,-9999.0,-9999.0,13.306373451780054,-9999.0
274,604948278241425152,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
275,604963637044570880,5379.3,-0.04,4.519,-9999.0,-9999.0,-9999.0,-9999.0,6.676832132850556,-9999.0
276,604974151124482944,4915.3,-0.095,4.576,-9999.0,-9999.0,-9999.0,-9999.0,10.311675052945251,-9999.0
277,598885880363159296,5389.8,0.064,4.512,-9999.0,-9999.0,-9999.0,-9999.0,5.673414524059134,-9999.0
278,604920549932808320,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
279,604921202767814016,5118.7,-0.141,4.508,-9999.0,-9999.0,-9999.0,-9999.0,16.459960666541804,-9999.0
280,604917010879734528,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
281,604922061761107584,5504.8,0.066,4.485,-9999.0,-9999.0,-9999.0,-9999.0,5.734696468242678,-9999.0
282,604921679508385664,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
283,604916839081025280,4497.1,-0.126,4.59,-9999.0,-9999.0,-9999.0,-9999.0,21.57012822204407,-9999.0
284,604909756679296640,5067.2,0.019,4.531,-9999.0,-9999.0,-9999.0,-9999.0,10.994587176025385,-9999.0
285,604962984209526400,4948.4,-0.321,4.378,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
286,604912402379032704,5888.3,-0.054,4.341,-9999.0,-9999.0,-9999.0,-9999.0,6.805372091537086,-9999.0
287,604903370063591424,5597.6,0.12,4.456,-9999.0,-9999.0,-9999.0,-9999.0,5.346088112626392,-9999.0
288,604913574905773312,5159.9,-0.011,4.568,-9999.0,-9999.0,-9999.0,-9999.0,4.60493429811056,-9999.0
289,604902923387005696,5689.4,-0.029,4.407,-9999.0,-9999.0,-9999.0,-9999.0,7.853607081624283,-9999.0
290,604896051439391104,5700.3,0.008,4.431,-9999.0,25.1,-9999.0,-9999.0,6.1469779422141935,4.2747007593727995
291,604972944238043904,5443.8,-0.045,4.504,-9999.0,-9999.0,-9999.0,-9999.0,6.878342336210397,-9999.0
292,604977209141167104,4704.3,-0.03,4.576,-9999.0,-9999.0,-9999.0,-9999.0,13.925967935768641,-9999.0
293,598889900452561024,5206.8,0.106,4.514,-9999.0,-9999.0,-9999.0,-9999.0,8.575972002432827,-9999.0
294,598956420905951360,5106.4,-0.037,4.585,-9999.0,-9999.0,-9999.0,-9999.0,3.6594761378775615,-9999.0
295,604917315826476416,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
296,604918247830311552,5569.4,0.148,4.479,-9999.0,-9999.0,-9999.0,-9999.0,4.109806756177942,-9999.0
297,604916598562882048,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
298,604921477645534976,5349.0,0.036,4.497,-9999.0,-9999.0,-9999.0,-9999.0,8.141132608555687,-9999.0
299,604917938592657024,5505.7,-0.018,4.48,-9999.0,-9999.0,-9999.0,-9999.0,7.139207424004755,-9999.0
300,604922817675316096,5493.1,0.046,4.489,-9999.0,-9999.0,-9999.0,-9999.0,5.891108081566554,-9999.0
301,604922920754526336,5390.1,0.01,4.487,-9999.0,-9999.0,-9999.0,-9999.0,8.476572011955033,-9999.0
302,604915773929008384,5298.4,0.005,4.518,-9999.0,-9999.0,-9999.0,-9999.0,7.578951982807092,-9999.0
303,604905053690766208,4667.6,-0.094,4.566,-9999.0,-9999.0,-9999.0,-9999.0,17.787387092914237,-9999.0
304,604904263416796416,5370.2,0.016,4.53,-9999.0,-9999.0,-9999.0,-9999.0,4.92820224362741,-9999.0
305,604904057258372736,5374.2,0.097,4.519,-9999.0,-9999.0,-9999.0,-9999.0,4.920744043750523,-9999.0
306,604963087288739584,5386.4,-0.147,4.433,-9999.0,-9999.0,-9999.0,-9999.0,15.615351053306393,-9999.0
307,604915395971900672,5219.6,-0.078,4.499,-9999.0,-9999.0,-9999.0,-9999.0,13.060035858790693,-9999.0
308,604896566835439872,5187.9,0.015,4.474,-9999.0,-9999.0,-9999.0,-9999.0,14.451042889210264,-9999.0
309,604900277687127552,4699.0,-0.313,4.526,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
310,604908695823123072,5346.0,-0.077,4.489,-9999.0,-9999.0,-9999.0,-9999.0,10.847526126312333,-9999.0
311,598903678707639296,4871.5,-0.051,4.536,-9999.0,30.3,-9999.0,-9999.0,17.356504317475995,5.133105893668399
312,598906633645151744,5019.1,0.064,4.549,-9999.0,-9999.0,-9999.0,-9999.0,8.97255908529944,-9999.0
313,604920756091231232,4798.4,-0.023,4.568,-9999.0,-9999.0,-9999.0,-9999.0,12.722824374222439,-9999.0
314,604921134048349824,5838.6,0.007,4.304,-9999.0,-9999.0,-9999.0,-9999.0,6.516803519510022,-9999.0
315,604920515573077632,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
316,604916426764196224,5205.1,0.092,4.539,-9999.0,-9999.0,-9999.0,-9999.0,6.021921747634423,-9999.0
317,604916254965494528,5253.2,0.007,4.529,-9999.0,-9999.0,-9999.0,-9999.0,7.296404001645181,-9999.0
318,604904396560128256,4801.0,-0.007,4.575,-9999.0,-9999.0,-9999.0,-9999.0,10.803995327343605,-9999.0
319,604971093107922432,5357.1,-0.058,4.509,-9999.0,-9999.0,-9999.0,-9999.0,8.404283829918507,-9999.0
320,604917728138508160,5130.5,-0.031,3.323,-9999.0,-9999.0,-9999.0,-9999.0,0.9556859130517895,-9999.0
321,604919244262692352,5407.2,-0.02,4.499,-9999.0,-9999.0,-9999.0,-9999.0,7.588268176970724,-9999.0
322,604917594995372544,4515.9,0.099,2.238,1.186,-9999.0,-9999.0,6.524301197197781,1.102311318656007,-9999.0
323,604918144751101440,4734.9,0.033,2.462,1.314,-9999.0,-9999.0,4.386891195958146,1.0957115434577467,-9999.0
324,604917217038188288,4821.1,0.054,2.886,1.484,-9999.0,-9999.0,2.8558220847360367,1.0968817806112936,-9999.0
325,604911337227185920,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
326,604921512005266048,4765.7,0.022,2.537,1.513,-9999.0,-9999.0,2.641465612666297,1.0847996511365623,-9999.0
327,604910310730777472,6559.2,-0.346,3.874,-9999.0,-9999.0,-9999.0,-9999.0,3.354610559763952,-9999.0
328,604914468259140224,5944.6,0.079,3.941,-9999.0,-9999.0,-9999.0,-9999.0,5.005515986451494,-9999.0
329,604904847532342272,5975.2,-0.008,4.319,-9999.0,-9999.0,-9999.0,-9999.0,5.529562032777878,-9999.0
330,604910001493155584,5572.9,0.079,3.799,1.545,-9999.0,-9999.0,2.1280803679532156,4.3660418213912155,-9999.0
331,604904022898639232,6014.0,-0.082,4.082,-9999.0,-9999.0,-9999.0,-9999.0,6.77825765918608,-9999.0
332,604923367431112832,-9999.0,-9999.0,-9999.0,1.451,-9999.0,-9999.0,1.815999180028172,-9999.0,-9999.0
333,604919239966985984,6114.0,0.063,4.059,-9999.0,-9999.0,-9999.0,-9999.0,4.517417980614255,-9999.0
334,604903468852379904,6017.6,-0.019,3.982,-9999.0,-9999.0,-9999.0,-9999.0,5.291892923909019,-9999.0
335,604896635554923008,5997.6,-0.014,4.157,-9999.0,-9999.0,-9999.0,-9999.0,6.54361692215706,-9999.0
336,604902167472726784,6021.8,-0.039,3.963,-9999.0,-9999.0,-9999.0,-9999.0,5.330213451945368,-9999.0
337,604911749544005632,5920.2,0.018,3.954,1.274,-9999.0,-9999.0,3.9333792196978865,5.621743865007858,-9999.0
338,604901823875341056,5020.1,0.032,3.378,1.345,-9999.0,-9999.0,3.8864550999906116,1.448837747390285,-9999.0
339,604988784077232384,5892.2,-0.0,3.906,-9999.0,-9999.0,-9999.0,-9999.0,5.141378209374854,-9999.0
340,604703052788343296,4968.5,0.028,3.309,1.363,-9999.0,-9999.0,3.716859504037269,1.9399164751103903,-9999.0
341,598697142320464384,6081.2,-0.016,4.011,-9999.0,-9999.0,-9999.0,-9999.0,4.959480026830901,-9999.0
342,605015309794935552,4162.1,-0.031,1.669,1.652,-9999.0,-9999.0,1.8897896641010263,-9999.0,-9999.0
343,604917388836866560,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
344,604917354477131392,5076.7,-0.025,4.532,-9999.0,-9999.0,-9999.0,-9999.0,11.505856507488925,-9999.0
345,604921512005268608,5207.6,0.049,4.541,-9999.0,-9999.0,-9999.0,-9999.0,6.291922592900246,-9999.0
346,604911547681374080,5265.2,-0.051,4.514,-9999.0,-9999.0,-9999.0,-9999.0,9.769535719393847,-9999.0
347,604919789722799232,4827.1,-0.223,4.551,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
348,604969748782357760,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
349,604969168962428672,5370.9,-0.038,4.501,-9999.0,-9999.0,-9999.0,-9999.0,8.475725975129022,-9999.0
350,604906221921860224,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
351,604970990028536320,5298.0,-0.112,4.498,-9999.0,-9999.0,-9999.0,-9999.0,11.919710896421817,-9999.0
352,604960235430488960,5391.6,0.054,4.509,-9999.0,26.9,-9999.0,-9999.0,6.0247916387977565,4.53005312905324
353,604967760213166336,4959.1,-0.179,4.508,-9999.0,-9999.0,-9999.0,-9999.0,22.905958787814143,-9999.0
354,604899315614438784,4971.5,-0.01,4.549,-9999.0,-9999.0,-9999.0,-9999.0,11.249512660670478,-9999.0
355,605000848641142400,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
356,604920653012020864,4593.1,0.026,4.584,-9999.0,-9999.0,-9999.0,-9999.0,13.981052964356367,-9999.0
357,604917869873191424,4878.1,0.038,4.554,-9999.0,-9999.0,-9999.0,-9999.0,11.971094283750558,-9999.0
358,604916529843406976,5304.4,-0.13,4.473,-9999.0,-9999.0,-9999.0,-9999.0,14.475374410046701,-9999.0
359,604922474077954944,5348.2,-0.106,4.519,-9999.0,-9999.0,-9999.0,-9999.0,8.549335164324713,-9999.0
360,604919583564564096,5030.2,-0.003,4.537,-9999.0,-9999.0,-9999.0,-9999.0,11.428618872050777,-9999.0
361,604914055942336000,4591.1,-0.149,4.59,-9999.0,-9999.0,-9999.0,-9999.0,18.633863259862117,-9999.0
362,604971367985645184,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
363,604895055006972800,4831.5,0.086,4.557,-9999.0,-9999.0,-9999.0,-9999.0,11.953279888698553,-9999.0
364,604920824810716672,4905.1,-0.085,4.552,-9999.0,-9999.0,-9999.0,-9999.0,14.590400866990175,-9999.0
365,604921202767809664,5227.9,-0.204,4.472,-9999.0,-9999.0,-9999.0,-9999.0,17.22922381782479,-9999.0
366,604918282190042496,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
367,604914605698086784,4750.4,0.115,4.541,-9999.0,-9999.0,-9999.0,-9999.0,16.774469178937643,-9999.0
368,604911204083987584,5368.0,-0.095,4.534,-9999.0,-9999.0,-9999.0,-9999.0,6.405163974800932,-9999.0
369,604922267919526912,5218.4,-0.004,4.508,-9999.0,-9999.0,-9999.0,-9999.0,10.506278696036745,-9999.0
370,604910237715563904,5137.6,-0.137,4.486,-9999.0,-9999.0,-9999.0,-9999.0,18.384593252906946,-9999.0
371,604923947251366656,4529.3,-0.187,4.621,-9999.0,-9999.0,-9999.0,-9999.0,13.995453507517606,-9999.0
372,604969443840314496,5088.1,-0.028,4.542,-9999.0,-9999.0,-9999.0,-9999.0,9.937410256790919,-9999.0
373,604971093107738624,5075.1,-0.146,4.541,-9999.0,-9999.0,-9999.0,-9999.0,13.359994895288182,-9999.0
374,604897558972113024,5339.7,-0.306,4.402,-9999.0,-9999.0,-9999.0,-9999.0,23.076990698264098,-9999.0
375,604915086734256000,4833.7,-0.233,4.466,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
376,604905599150996736,4644.9,-0.436,4.525,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
377,604972467497283200,5208.6,0.054,4.465,-9999.0,-9999.0,-9999.0,-9999.0,14.121273546316557,-9999.0
378,604947518031910912,4800.6,0.09,4.569,-9999.0,-9999.0,-9999.0,-9999.0,10.49548840289069,-9999.0
379,604943291783363840,4894.7,-0.099,4.546,-9999.0,-9999.0,-9999.0,-9999.0,16.36440594817091,-9999.0
380,604920549932809344,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
381,604911307163200000,4645.4,-0.515,4.424,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
382,604914949295285376,5188.3,0.056,4.534,-9999.0,-9999.0,-9999.0,-9999.0,7.402969943660392,-9999.0
383,604923333071376512,4991.2,-0.038,4.552,-9999.0,-9999.0,-9999.0,-9999.0,11.017857397381693,-9999.0
384,604919965817201152,5183.8,0.035,4.527,-9999.0,-9999.0,-9999.0,-9999.0,8.593919108548148,-9999.0
385,604969787437702784,4740.3,-0.215,4.532,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
386,604897631987337600,5362.7,-0.004,4.503,-9999.0,28.4,-9999.0,-9999.0,7.855459897215927,4.979161975109467
387,604915086734257152,5264.1,-0.095,4.486,-9999.0,-9999.0,-9999.0,-9999.0,13.579669270969584,-9999.0
388,604947144370041728,5225.2,-0.035,4.547,-9999.0,-9999.0,-9999.0,-9999.0,6.540879773960225,-9999.0
389,604918179110834560,5128.1,-0.112,4.528,-9999.0,-9999.0,-9999.0,-9999.0,12.882617398688245,-9999.0
390,604917972952400256,5257.0,0.012,4.533,-9999.0,-9999.0,-9999.0,-9999.0,6.7199509468490595,-9999.0
391,604920824810533632,4936.8,-0.428,4.489,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
392,604914846216261888,5053.4,-0.078,4.544,-9999.0,-9999.0,-9999.0,-9999.0,11.723973260155397,-9999.0
393,604898211807205504,4644.1,-0.109,4.548,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
394,604912471098638720,5089.5,-0.0,4.521,-9999.0,-9999.0,-9999.0,-9999.0,12.03199420839057,-9999.0
395,604898972017070592,4938.5,-0.042,4.592,-9999.0,30.2,-9999.0,-9999.0,5.580875932086215,5.187646818606147
396,604902369335564672,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
397,604916495483676416,4791.1,-0.1,4.538,-9999.0,-9999.0,-9999.0,-9999.0,21.315870094697384,-9999.0
398,604911204083987328,5111.0,-0.002,4.551,-9999.0,-9999.0,-9999.0,-9999.0,7.618192123629004,-9999.0
399,604922336638992128,4826.5,-0.153,4.563,-9999.0,-9999.0,-9999.0,-9999.0,16.957504734949804,-9999.0
400,604923023833743744,5106.0,0.103,4.537,-9999.0,-9999.0,-9999.0,-9999.0,8.139360614742806,-9999.0
401,604971471064858496,5087.5,-0.051,4.544,-9999.0,-9999.0,-9999.0,-9999.0,10.22668983321708,-9999.0
402,604916598562881280,4753.6,-0.278,4.559,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
403,604917148318674816,5115.0,0.025,4.522,-9999.0,-9999.0,-9999.0,-9999.0,10.911910569116014,-9999.0
404,604914949295475712,4776.4,-0.265,4.566,-9999.0,-9999.0,-9999.0,-9999.0,18.313414372631566,-9999.0
405,604914262100725248,4791.2,0.001,4.545,-9999.0,-9999.0,-9999.0,-9999.0,15.555643567737851,-9999.0
406,604969267746269696,5075.7,0.027,4.548,-9999.0,-9999.0,-9999.0,-9999.0,8.369578733810174,-9999.0
407,604909241283211648,4824.3,0.012,4.577,-9999.0,-9999.0,-9999.0,-9999.0,9.49300049596593,-9999.0
408,604895158086185856,4934.5,0.024,4.589,-9999.0,-9999.0,-9999.0,-9999.0,4.904160802603416,-9999.0
409,604917491915139200,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
410,604916598562883968,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
411,604910551248951680,4858.6,0.052,4.567,-9999.0,-9999.0,-9999.0,-9999.0,9.976264616850397,-9999.0
412,604970990028535936,4636.4,-0.119,4.516,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
413,604895325589137920,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
414,604996106997219712,5080.9,-0.126,4.5,-9999.0,31.1,-9999.0,-9999.0,18.242256514991162,5.754180045283562
415,598959371548059904,5036.4,-0.147,4.543,-9999.0,-9999.0,-9999.0,-9999.0,14.145397322074066,-9999.0
416,604922164840316416,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
417,604969954941058944,4840.8,-0.494,4.586,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
418,604947865924535808,5027.6,0.063,4.548,-9999.0,-9999.0,-9999.0,-9999.0,8.93896471086403,-9999.0
419,604917732434325248,6356.2,-0.033,4.245,-9999.0,-9999.0,-9999.0,-9999.0,2.8941546682644184,-9999.0
420,604917629355038720,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
421,604920648716270848,5928.3,-0.002,3.904,-9999.0,-9999.0,-9999.0,-9999.0,4.901050350356473,-9999.0
422,604917835513458688,4971.5,0.072,3.333,1.263,-9999.0,-9999.0,4.9837395347102245,1.6124652105068458,-9999.0
423,604917835513456512,6688.6,-0.328,3.796,-9999.0,-9999.0,-9999.0,-9999.0,2.4811294118686753,-9999.0
424,604921198472075008,5748.5,-0.021,3.821,-9999.0,-9999.0,-9999.0,-9999.0,4.597288697001351,-9999.0
425,604916873440769152,4850.7,0.008,2.939,1.374,-9999.0,-9999.0,3.666625575192956,1.1399471898082953,-9999.0
426,604904332136281856,6021.2,-0.08,4.026,-9999.0,-9999.0,-9999.0,-9999.0,5.886454298014143,-9999.0
427,604915636490059008,5229.4,-0.029,3.653,1.156,-9999.0,-9999.0,6.377775481517465,2.683286465912849,-9999.0
428,604969134602863744,6060.0,-0.069,4.198,-9999.0,-9999.0,-9999.0,-9999.0,6.206317095870693,-9999.0
429,604924290848519168,4938.3,0.033,3.283,1.308,-9999.0,-9999.0,4.334576534478213,1.5269810272454272,-9999.0
430,604969748782357888,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
431,604915322956791168,6145.9,-0.041,4.053,-9999.0,-9999.0,-9999.0,-9999.0,5.0628863002301365,-9999.0
432,604909000764935936,6014.9,0.096,4.278,-9999.0,-9999.0,-9999.0,-9999.0,4.684595565657942,-9999.0
433,604912647193030016,5058.7,0.017,3.485,1.377,-9999.0,-9999.0,3.4890116648284284,1.877652826919826,-9999.0
434,604944086353518592,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
435,604912196220603264,6112.1,-0.089,4.059,-9999.0,-9999.0,-9999.0,-9999.0,5.778785890750055,-9999.0
436,604894638394355584,6011.2,-0.136,4.186,-9999.0,-9999.0,-9999.0,-9999.0,7.149793947518568,-9999.0
437,604948965436170112,6016.6,-0.098,3.964,-9999.0,-9999.0,-9999.0,-9999.0,5.6344856060217365,-9999.0
438,604893165221336064,6008.5,-0.042,3.99,-9999.0,-9999.0,-9999.0,-9999.0,5.7506464189439255,-9999.0
439,604891550313644672,5955.8,-0.06,4.097,-9999.0,-9999.0,-9999.0,-9999.0,7.316894500123662,-9999.0
440,604704770775147520,4640.4,0.062,2.536,1.37,-9999.0,-9999.0,3.8233139692229203,1.1025633481536503,-9999.0
441,598885979147130496,5976.3,-0.03,4.176,-9999.0,-9999.0,-9999.0,-9999.0,6.9545207148758585,-9999.0
442,604703941846497280,5998.9,-0.048,4.159,-9999.0,-9999.0,-9999.0,-9999.0,6.482180033249505,-9999.0
443,598887460911141632,6029.0,-0.107,4.259,-9999.0,-9999.0,-9999.0,-9999.0,6.5195672795017625,-9999.0
444,604708790864617344,5884.9,0.055,3.887,-9999.0,-9999.0,-9999.0,-9999.0,4.700262967616869,-9999.0
445,604892989126939648,4610.5,-0.115,4.57,-9999.0,-9999.0,-9999.0,-9999.0,19.430060413880124,-9999.0
446,604917698074587136,5312.2,-0.2,4.508,-9999.0,-9999.0,-9999.0,-9999.0,12.523478488045873,-9999.0
447,604920756091231744,4757.4,0.013,2.73,1.377,-9999.0,-9999.0,3.668628979098217,1.0867488680756536,-9999.0
448,604918179110923520,6660.8,-0.33,3.88,-9999.0,-9999.0,-9999.0,-9999.0,3.0384782527478933,-9999.0
449,604911375882674944,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
