isochrone_age_yr,num_zones,initial_mass,star_mass,star_mdot,log_dt,he_core_mass,c_core_mass,one_core_mass,log_L,log_L_div_Ledd,log_LH,log_LHe,log_LZ,log_Teff,log_abs_Lgrav,log_R,log_g,log_surf_cell_z,surf_num_c12_div_num_o16,surf_avg_Lrad_div_Ledd,surface_h1,surface_he3,surface_he4,surface_li7,surface_be9,surface_b11,surface_c12,surface_c13,surface_n14,surface_o16,surface_f19,surface_ne20,surface_na23,surface_mg24,surface_si28,surface_s32,surface_ca40,surface_ti48,surface_fe56,log_center_T,log_center_Rho,center_degeneracy,center_omega,center_gamma,mass_conv_core,center_h1,center_he4,center_c12,center_n14,center_o16,center_ne20,center_mg24,center_si28,pp,cno,tri_alfa,c_alpha,n_alpha,o_alpha,c12_c12,delta_Pg,nu_max,acoustic_cutoff,max_conv_vel_div_csound,max_gradT_div_grada,gradT_excess_alpha,min_Pgas_div_P,max_L_rad_div_Ledd,e_thermal,mixing_length_alpha,f_overshoot,abs_mag_g_dr2,abs_mag_bp_dr2,abs_mag_rp_dr2,abs_mag_B,abs_mag_V
3950000000.0,2687.5670578550794,1.37347370244632,1.3734737024463202,0.0,4.5738303656933015,0.4770973203226618,0.0,0.0,1.734112074558192,-4.15954532082905,1.4129060104629825,0.7438710585528315,-0.6900881290104801,3.6750660530531,-98.99999999999999,1.041687402547109,2.492300048593144,-1.7947129869218517,0.4072495378376299,0.0,0.7009487265965901,0.0007067743931377916,0.282301446203362,0.0,0.0,0.0,0.0020890168408313177,0.0,0.0016808561512031237,0.006839432625064784,0.0,0.0014869411935109192,0.0,0.003946805996299848,0.0,0.0,0.0,0.0,0.0,7.331223653335819,5.001223512494402,18.466397190518705,0.0,1.2898543538766003,0.0,0.0,0.984062433781592,0.00010206685599627352,0.009394598248690543,0.0008498973019842045,0.0015299748241698423,0.004061028987567238,0.0,-0.10754312494710735,1.399529358698681,0.7438710585528315,-0.7476255202115079,-1.5983138297481752,-8.729923655046608,-98.99999999999999,72.0656124984094,39.18807456832241,66.73161436812076,0.474618673851222,4.848881770316806,0.0,0.9833089688351342,0.019510737115702673,1.0670783058869402e+49,1.93,0.010612179965301206,0.48666056116341067,1.013637170022992,-0.18098140694828777,1.8757638840097897,0.7781445136106638
3950000000.0,2687.5133916324335,1.373473718009068,1.3734737180090684,0.0,4.574354738661311,0.47709711491180906,0.0,0.0,1.734176459560287,-4.159462207710622,1.4131062893861492,0.7455129260385619,-0.6891924455453087,3.6750593720481146,-98.99999999999997,1.041733326156044,2.492203705007215,-1.7947129868069884,0.4072495356547602,0.0,0.7009487268161197,0.0007067743770947043,0.2823014459956323,0.0,0.0,0.0,0.0020890168299409775,0.0,0.0016808561646441543,0.00683943262606947,0.0,0.0014869411936991204,0.0,0.003946805996799392,0.0,0.0,0.0,0.0,0.0,7.3312776546252545,5.001300161445592,18.466204700383518,0.0,1.2897695479278868,0.0,0.0,0.9840624337638698,0.00010206685774762004,0.009394598271020562,0.0008498972786507495,0.0015299748288148997,0.0040610289998966554,0.0,-0.1081053851302654,1.3997560996333678,0.7455129260385619,-0.7468324252385411,-1.5965991317333796,-8.72879238648115,-98.99999999999997,72.050515585102,39.17961733983019,66.71710419504443,0.4746296579862956,4.848931464909493,0.0,0.9833055430420766,0.019514475431366557,1.0671134131832841e+49,1.93,0.01061218101782013,0.48652369230098014,1.0135159966143468,-0.18113258004088137,1.8756824036719872,0.7780251491568406
3950000000.0,2687.4597256964207,1.373473733571795,1.373473733571795,0.0,4.574879111629316,0.47709690950198297,0.0,0.0,1.734240844547702,-4.159379094595095,1.4133065682914698,0.7471547933930365,-0.6882967621551997,3.6750526910440096,-98.99999999999999,1.041779249755713,2.4921073614424203,-1.794712986692125,0.4072495334718936,0.0,0.7009487270356491,0.000706774361051639,0.28230144578790284,0.0,0.0,0.0,0.002089016819050653,0.0,0.001680856178085166,0.0068394326270741525,0.0,0.0014869411938873212,0.0,0.003946805997298936,0.0,0.0,0.0,0.0,0.0,7.331331655916168,5.0013768103982015,18.46601221022901,0.0,1.2896847419756947,0.0,0.0,0.9840624337461472,0.00010206685949896436,0.00939459829335056,0.00084989725531733,0.0015299748334599596,0.00406102901222608,0.0,-0.10866764531876189,1.399982840549835,0.7471547933930365,-0.7460393303233146,-1.5948844338847907,-8.72766111800311,-98.99999999999999,72.03541867162079,39.17116011301721,66.70259402484973,0.4746406421205469,4.8489811594441035,0.0,0.9833021172493571,0.01951821374708632,1.067148520479502e+49,1.93,0.010612182070337641,0.4863868234726896,1.0133948232392818,-0.18128375309755687,1.8756009233620592,0.7779057847362558
3950000000.0,2687.40606004704,1.373473749134503,1.3734737491345033,0.0,4.575403484597307,0.4770967040931836,0.0,0.0,1.7343052295204362,-4.159295981482472,1.4135068471789447,0.7487966606162365,-0.6874010788401633,3.675046010040788,-98.99999999999999,1.041825173346116,2.492011017898762,-1.7947129865772622,0.4072495312890297,0.0,0.7009487272551784,0.0007067743450085932,0.2823014455801736,0.0,0.0,0.0,0.0020890168081603416,0.0,0.0016808561915261607,0.006839432628078836,0.0,0.0014869411940755218,0.0,0.00394680599779848,0.0,0.0,0.0,0.0,0.0,7.331385657208559,5.001453459352233,18.46581972005521,0.0,1.289599936020026,0.0,0.0,0.9840624337284248,0.00010206686125030684,0.009394598315680541,0.0008498972319839422,0.001529974838105022,0.004061029024555511,0.0,-0.10922990551259149,1.4002095814480826,0.7487966606162365,-0.7452462354658371,-1.5931697362024284,-8.72652984961251,-98.99999999999999,72.02032175796585,39.1627028878837,66.68808385753701,0.474651626253976,4.849030853920638,0.0,0.983298691456976,0.019521952062861912,1.067183627775594e+49,1.93,0.010612183122853905,0.4862499546785383,1.0132736498977968,-0.18143492611831483,1.8755194430800068,0.7777864203489102
3950000000.0,2687.35239468429,1.37347376469719,1.37347376469719,0.0,4.575927857565289,0.4770964986854109,0.0,0.0,1.7343696144784897,-4.159212868372753,1.4137071260485734,0.7504385277081691,-0.6865053956001956,3.675039329038448,-98.99999999999999,1.041871096927253,2.49191467437624,-1.7947129864623992,0.4072495291061689,0.0,0.7009487274747073,0.0007067743289655689,0.2823014453724446,0.0,0.0,0.0,0.002089016797270045,0.0,0.001680856204967137,0.006839432629083515,0.0,0.0014869411942637215,0.0,0.003946805998298021,0.0,0.0,0.0,0.0,0.0,7.3314396585024255,5.001530108307684,18.465627229862108,0.0,1.2895151300608798,0.0,0.0,0.9840624337107022,0.00010206686300164712,0.00939459833801049,0.0008498972086505896,0.0015299748427500873,0.00406102903688495,0.0,-0.10979216571175587,1.40043632232811,0.7504385277081691,-0.7444531406661052,-1.5914550386862854,-8.725398581309337,-98.99999999999999,72.00522484413717,39.15424566442961,66.67357369310618,0.4746626103865827,4.849078667791031,0.0,0.9832952656649327,0.01952569037869336,1.0672187350715591e+49,1.93,0.010612184175368768,0.48611308591852687,1.0131524765898927,-0.18158609910315465,1.8754379628258304,0.7776670559948038
3950000000.0,2687.2987296081737,1.3734737802598558,1.373473780259856,0.0,4.576452230533266,0.4770962932786648,0.0,0.0,1.7344339994218634,-4.159129755265937,1.4139074049003575,0.7520803946688512,-0.6856097124352876,3.675032648036989,-98.99999999999999,1.0419170204991248,2.4918183308748514,-1.7947129863475366,0.4072495269233112,0.0,0.7009487276942361,0.0007067743129225665,0.28230144516471584,0.0,0.0,0.0,0.002089016786379764,0.0,0.0016808562184080938,0.006839432630088194,0.0,0.0014869411944519214,0.0,0.003946805998797561,0.0,0.0,0.0,0.0,0.0,7.331493659797769,5.0016067572645575,18.46543473964969,0.0,1.289430324098255,0.0,0.0,0.9840624336929799,0.00010206686475298528,0.00939459836034042,0.0008498971853172718,0.0015299748473951548,0.004061029049214395,0.0,-0.11035442591626105,1.40066306318992,0.7520803946688512,-0.7436600459241111,-1.5897403413363436,-8.724267313093582,-98.99999999999999,71.99012793013458,39.14578844265487,66.65906353155714,0.47467359451836727,4.849124586525345,0.0,0.9832918398732282,0.0195294286945807,1.0672538423673987e+49,1.93,0.010612185227882234,0.4859762171926536,1.0130313033155682,-0.18173727205207849,1.8753564825995288,0.7775476916739357
3950000000.0,2687.2450648186896,1.3734737958225027,1.373473795822503,0.0,4.57697660350123,0.4770960878729454,0.0,0.0,1.7344983843505564,-4.159046642162025,1.4141076837342947,0.7537222614982511,-0.6847140293454563,3.675025967036412,-99.0,1.0419629440617302,2.4917219873946017,-1.794712986232674,0.40724952474045606,0.0,0.7009487279137644,0.0007067742968795835,0.2823014449569872,0.0,0.0,0.0,0.0020890167754894964,0.0,0.0016808562318490336,0.006839432631092868,0.0,0.0014869411946401207,0.0,0.003946805999297101,0.0,0.0,0.0,0.0,0.0,7.331547661094588,5.001683406222849,18.465242249417976,0.0,1.2893455181321534,0.0,0.0,0.9840624336752573,0.00010206686650432152,0.00939459838267033,0.000849897161983986,0.0015299748520402248,0.004061029061543847,0.0,-0.11091668612609693,1.4008898040335087,0.7537222614982511,-0.7428669512398695,-1.5880256441526364,-8.723136044965269,-99.0,71.97503101595832,39.13733122255976,66.64455337289036,0.4746845786493295,4.849170505151932,0.0,0.9832884140818611,0.019533167010523853,1.0672889496631118e+49,1.93,0.01061218628039445,0.48583934850092,1.0129101300748249,-0.18188844496508408,1.8752750024011036,0.7774283273863075
3950000000.0,2687.191400315838,1.373473811385128,1.373473811385128,0.0,4.57750097646919,0.47709588246825263,0.0,0.0,1.7345627692645698,-4.158963529061015,1.414307962550388,0.7553641281964006,-0.6838183463306844,3.675019286036716,-98.99999999999999,1.0420088676150698,2.491625643935487,-1.7947129861178115,0.40724952255760416,0.0,0.7009487281332926,0.0007067742808366226,0.28230144474925895,0.0,0.0,0.0,0.002089016764599244,0.0,0.001680856245289954,0.006839432632097543,0.0,0.0014869411948283196,0.0,0.003946805999796639,0.0,0.0,0.0,0.0,0.0,7.331601662392885,5.0017600551825625,18.46504975916695,0.0,1.289260712162573,0.0,0.0,0.9840624336575348,0.0001020668682556556,0.009394598405000211,0.0008498971386507357,0.0015299748566852977,0.004061029073873305,0.0,-0.11147894634127373,1.4011165448588805,0.7553641281964006,-0.7420738566133651,-1.5863109471351309,-8.722004776924372,-98.99999999999999,71.95993410160816,39.12887400414407,66.63004321710547,0.4746955627794695,4.849216423670788,0.0,0.9832849882908323,0.019536905326522896,1.0673240569586987e+49,1.93,0.01061218733290524,0.485702479843324,1.0127889568676611,-0.18203961784217407,1.8751935222305527,0.7773089631319176
3950000000.0,2687.1377360996203,1.3734738269477331,1.3734738269477331,0.0,4.5780253494371355,0.47709567706458655,0.0,0.0,1.7346271541639022,-4.1588804159629085,1.4145082413486345,0.7570059947632702,-0.6829226633909881,3.6750126050379017,-98.99999999999999,1.0420547911591431,2.491529300497512,-1.7947129860029496,0.40724952037475526,0.0,0.7009487283528205,0.0007067742647936829,0.2823014445415309,0.0,0.0,0.0,0.0020890167537090058,0.0,0.0016808562587308565,0.006839432633102214,0.0,0.001486941195016518,0.0,0.003946806000296177,0.0,0.0,0.0,0.0,0.0,7.3316556636926595,5.001836704143695,18.464857268896615,0.0,1.2891759061895158,0.0,0.0,0.9840624336398125,0.00010206687000698758,0.009394598427330073,0.0008498971153175197,0.0015299748613303728,0.0040610290862027705,0.0,-0.1120412065617816,1.4013432856660315,0.7570059947632702,-0.7412807620446128,-1.5845962502838573,-8.720873508970914,-98.99999999999999,71.94483718708433,39.12041678740803,66.61553306420288,0.4747065469087871,4.849262342081913,0.0,0.9832815625001418,0.01954064364257777,1.0673591642541595e+49,1.93,0.010612188385414674,0.4855656112198677,1.0126677836940796,-0.18219079068334632,1.8751120420878795,0.7771895989107681
3950000000.0,2687.084072170035,1.3734738425103177,1.3734738425103177,0.0,4.578549722405072,0.47709547166194727,0.0,0.0,1.734691539048555,-4.158797302867707,1.4147085201290364,0.7586478611988766,-0.6820269805263582,3.6750059240399695,-98.99999999999999,1.0421007146939507,2.491432957080673,-1.7947129858880877,0.4072495181919093,0.0,0.7009487285723482,0.0007067742487507641,0.28230144433380305,0.0,0.0,0.0,0.0020890167428187826,0.0,0.0016808562721717403,0.006839432634106884,0.0,0.0014869411952047158,0.0,0.003946806000795712,0.0,0.0,0.0,0.0,0.0,7.331709664993907,5.001913353106249,18.46466477860698,0.0,1.2890911002129808,0.0,0.0,0.9840624336220896,0.00010206687175831748,0.00939459844965991,0.0008498970919843376,0.0015299748659754506,0.004061029098532243,0.0,-0.1126034667876266,1.4015700264549646,0.7586478611988766,-0.7404876675336038,-1.582881553598799,-8.719742241104885,-98.99999999999999,71.92974027238668,39.1119595723516,66.60102291418251,0.4747175310372824,4.849308260385311,0.0,0.9832781367097895,0.019544381958688507,1.067394271549494e+49,1.93,0.010612189437922756,0.48542874263054897,1.0125466105540784,-0.18234196348860288,1.8750305619730807,0.7770702347228574
3950000000.0,2687.030408527083,1.3734738580728816,1.3734738580728818,0.0,4.579074095373005,0.4770952841632992,0.0,0.0,1.7347559239185284,-4.158714189775408,1.4149087988915927,0.7602897275032237,-0.6811312977367929,3.6749992430429193,-98.99999999999997,1.0421466382194926,2.4913366136849726,-1.7947129857732262,0.4072495160090662,0.0,0.7009487287918758,0.0007067742327078665,0.2823014441260754,0.0,0.0,0.0,0.0020890167319285737,0.0,0.0016808562856126055,0.006839432635111551,0.0,0.0014869411953929133,0.0,0.003946806001295248,0.0,0.0,0.0,0.0,0.0,7.331763666296632,5.001990002070222,18.46447228829804,0.0,1.2890062942329676,0.0,0.0,0.9840624336043674,0.00010206687350964532,0.009394598471989726,0.0008498970686511899,0.001529974870620531,0.004061029110861722,0.0,-0.11316572701880988,1.4017967672256788,0.7602897275032237,-0.7396945730803366,-1.5811668570799515,-8.71861097332628,-98.99999999999997,71.9146433575152,39.10350235897478,66.58651276704435,0.4747285151649555,4.849354178580979,0.0,0.9832747109197753,0.01954812027485512,1.0674293788447023e+49,1.93,0.010612190490429472,0.48529187407536833,1.0124254374476571,-0.18249313625794328,1.8749490818861592,0.7769508705681862
